age,wc,education,marital status,race,gender,hours per week,IncomeClass
50, Local-gov, Bachelors,Married, White, Male,44, >50K
47, Private, HS-grad,Married, Black, Female,30, <=50K
20, Private, Some-college, Never-married, White, Male,40, <=50K
24, Private, HS-grad, Never-married, White, Male,38, <=50K
29, Federal-gov, Some-college,Married, White, Male,40, >50K
68, Private, Some-college, Never-married, White, Female,40, <=50K
22, Local-gov, Some-college, Never-married, Asian-Pac-Islander, Female,40, <=50K
45, Federal-gov, Some-college,Married, Black, Male,20, <=50K
30, Local-gov, HS-grad,Married, Black, Male,40, <=50K
33, Private, HS-grad,Married, White, Male,40, <=50K
43, Private, HS-grad,Married, White, Male,40, >50K
56, Private, Some-college, Widowed, White, Male,60, <=50K
41, Private, HS-grad, Divorced, White, Female,40, <=50K
25, Private, Bachelors, Never-married, White, Female,37, <=50K
36, Private, HS-grad,Married, White, Male,38, <=50K
37, Private, Bachelors,Married, White, Male,40, >50K
26, Private, Bachelors, Never-married, Black, Female,40, <=50K
55, Private, Some-college,Married, White, Male,50, >50K
46, Federal-gov, Some-college,Married, White, Male,48, >50K
44, Private, Bachelors, Never-married, White, Female,20, <=50K
41, Private, HS-grad, Divorced, White, Male,40, <=50K
39, Private, Bachelors,Married, White, Male,45, <=50K
20, Private, Some-college, Never-married, White, Male,25, <=50K
45, Local-gov, Some-college,Married, White, Male,40, >50K
31, Private, HS-grad,Married, White, Male,50, <=50K
36, Federal-gov, Masters,Married, White, Male,40, >50K
36, Private, HS-grad, Divorced, White, Male,40, <=50K
40, Private, HS-grad, Never-married, White, Male,40, <=50K
40, Private, HS-grad, Divorced, White, Female,45, <=50K
30, Private, HS-grad, Never-married, White, Female,40, <=50K
26, Private, HS-grad,Married, White, Male,40, <=50K
25, Private, Bachelors, Never-married, White, Male,40, <=50K
29, Private, Prof-school, Never-married, White, Male,50, <=50K
37, Private, HS-grad,Married, White, Male,60, >50K
36, Private, Bachelors,Married, Black, Male,45, >50K
44, Private, Some-college,Married, White, Male,60, >50K
23, Private, HS-grad,Married, White, Male,30, <=50K
27, Private, Bachelors, Never-married, White, Female,45, <=50K
58, Private, HS-grad,Married, White, Male,40, <=50K
36, Private, HS-grad,Married, White, Male,60, >50K
21, Private, Some-college, Never-married, White, Male,45, <=50K
49, Federal-gov, HS-grad,Married, White, Male,40, <=50K
34, Private, Bachelors,Married, White, Female,40, >50K
29, Private, HS-grad,Married, White, Male,35, <=50K
63, Private, Bachelors,Married, White, Male,50, >50K
29, Federal-gov, Bachelors, Never-married, White, Female,40, <=50K
65, Private, Some-college,Married, White, Male,40, <=50K
26, Private, Bachelors, Never-married, White, Female,25, <=50K
42, Private, Doctorate,Married, Asian-Pac-Islander, Male,40, >50K
44, Private, Some-college, Divorced, Asian-Pac-Islander, Female,37, <=50K
46, Local-gov, Bachelors,Married, White, Male,38, >50K
52, Private, Some-college, Divorced, White, Female,40, <=50K
53, Federal-gov, Some-college, Never-married, White, Female,40, <=50K
56, Private, HS-grad,Married, White, Male,40, <=50K
24, Private, HS-grad,Married, White, Male,40, <=50K
26, Private, Bachelors,Married, White, Male,50, <=50K
34, Private, HS-grad,Married, White, Male,65, <=50K
48, Private, Doctorate,Married, White, Male,50, >50K
22, Private, HS-grad, Never-married, White, Female,40, <=50K
30, Private, Some-college, Divorced, White, Male,40, <=50K
51, Private, HS-grad, Divorced, White, Male,40, <=50K
46, Private, Some-college,Married, White, Female,40, <=50K
42, Private, Prof-school,Married, Amer-Indian-Eskimo, Female,40, >50K
57, Private, HS-grad, Divorced, Black, Female,40, <=50K
35, Private, Some-college, Divorced, White, Female,39, <=50K
52, Private, Masters,Married, White, Male,50, >50K
36, Private, Some-college, Divorced, White, Female,40, <=50K
33, Private, Some-college,Married, White, Male,40, >50K
67, Local-gov, HS-grad, Divorced, Black, Male,20, <=50K
31, Private, HS-grad,Married, White, Male,50, <=50K
28, Private, Some-college, Never-married, White, Male,42, <=50K
36, Private, HS-grad, Divorced, White, Male,40, <=50K
56, Private, HS-grad,Married, White, Male,40, <=50K
35, Private, Some-college, Never-married, White, Male,40, <=50K
44, Private, Bachelors,Married, White, Female,40, <=50K
26, Private, HS-grad, Never-married, White, Male,40, <=50K
51, Private, HS-grad,Married, White, Male,40, <=50K
31, Private, Some-college,Married, White, Male,50, >50K
30, Private, Some-college, Never-married, White, Female,40, <=50K
20, Private, Some-college, Never-married, White, Female,40, <=50K
21, Private, Some-college, Never-married, Asian-Pac-Islander, Female,40, <=50K
37, Private, Bachelors,Married, White, Male,50, >50K
54, Private, HS-grad,Married, White, Male,45, <=50K
30, Private, Bachelors,Married, White, Male,50, >50K
62, Private, HS-grad,Married, White, Male,40, <=50K
31, Private, HS-grad,Married, White, Male,40, <=50K
22, Private, HS-grad, Never-married, White, Male,60, <=50K
45, Private, Bachelors,Married, White, Male,32, <=50K
64, Private, HS-grad,Married, White, Male,20, <=50K
44, Private, HS-grad, Never-married, White, Male,58, <=50K
23, Private, HS-grad, Never-married, White, Female,35, <=50K
28, Private, Bachelors,Married, Asian-Pac-Islander, Male,40, <=50K
58, Private, Masters, Never-married, White, Female,24, >50K
27, Private, HS-grad, Never-married, White, Male,40, <=50K
37, Private, HS-grad, Divorced, Black, Female,40, <=50K
41, Private, Bachelors,Married, White, Male,40, <=50K
45, Private, Some-college,Married, Asian-Pac-Islander, Male,55, >50K
29, Private, HS-grad, Divorced, White, Male,40, <=50K
33, Private, Bachelors, Never-married, White, Male,45, >50K
61, Local-gov, Masters,Married, White, Male,60, >50K
22, Private, Some-college, Never-married, White, Male,38, <=50K
30, Private, Bachelors,Married, White, Female,40, <=50K
20, Private, Some-college, Never-married, White, Male,20, <=50K
45, Private, HS-grad,Married, White, Male,50, >50K
34, Private, HS-grad, Never-married, White, Male,40, <=50K
31, Private, Bachelors,Married, White, Male,60, >50K
23, Private, Bachelors, Never-married, White, Female,40, <=50K
50, Private, HS-grad,Married, White, Male,50, <=50K
57, Private, HS-grad, Divorced, White, Female,45, <=50K
35, Private, Some-college,Married, White, Female,27, <=50K
24, Private, Bachelors, Never-married, White, Male,45, <=50K
27, Private, Some-college, Never-married, White, Female,15, <=50K
27, Local-gov, Some-college, Never-married, White, Female,40, >50K
80, Private, Doctorate,Married, White, Male,30, <=50K
46, Private, Some-college,Married, White, Male,40, >50K
38, Private, Bachelors,Married, White, Male,40, >50K
50, Private, HS-grad, Divorced, White, Male,60, <=50K
90, Private, Bachelors,Married, White, Male,20, <=50K
55, Private, Some-college,Married, White, Male,50, <=50K
72, Private, HS-grad,Married, White, Female,50, <=50K
65, Private, Some-college, Widowed, White, Female,40, <=50K
46, Private, Some-college,Married, White, Male,50, >50K
50, Private, HS-grad,Married, White, Male,65, >50K
40, Private, Masters, Never-married, White, Male,50, >50K
50, Private, HS-grad,Married, White, Male,35, <=50K
28, Private, Some-college, Never-married, White, Male,30, <=50K
55, Private, HS-grad, Divorced, White, Male,40, <=50K
20, Private, HS-grad, Never-married, White, Male,40, <=50K
21, Private, Some-college, Never-married, White, Male,35, <=50K
39, Private, Some-college, Divorced, White, Female,20, <=50K
43, Private, HS-grad,Married, White, Male,40, >50K
33, Local-gov, HS-grad, Never-married, Amer-Indian-Eskimo, Male,40, <=50K
26, Private, Some-college, Never-married, White, Female,40, <=50K
41, Private, HS-grad,Married, White, Male,40, >50K
21, Private, Some-college, Never-married, Black, Male,20, <=50K
27, Private, Some-college, Divorced, Black, Female,36, <=50K
43, Private, HS-grad,Married, White, Male,40, <=50K
58, Private, HS-grad,Married, White, Male,40, <=50K
42, Local-gov, Bachelors, Never-married, White, Female,40, >50K
24, Private, HS-grad, Never-married, White, Male,40, <=50K
26, Private, Bachelors, Never-married, White, Male,15, <=50K
38, Private, Bachelors,Married, White, Female,40, <=50K
26, Private, Bachelors, Never-married, White, Female,40, <=50K
28, Private, HS-grad, Divorced, Black, Female,20, <=50K
22, Federal-gov, Some-college,Married, White, Male,37, <=50K
26, Private, HS-grad, Divorced, White, Male,40, <=50K
39, Private, Some-college, Divorced, White, Female,40, <=50K
23, Private, HS-grad,Married, White, Male,40, <=50K
42, Local-gov, Bachelors,Married, White, Male,60, >50K
39, Federal-gov, HS-grad,Married, White, Male,40, <=50K
32, Private, Bachelors, Never-married, Asian-Pac-Islander, Male,40, <=50K
25, Private, Some-college, Never-married, Other, Male,40, <=50K
20, Private, HS-grad, Never-married, White, Male,40, <=50K
26, Private, HS-grad,Married, White, Male,40, <=50K
23, Private, HS-grad, Never-married, White, Male,40, <=50K
24, Private, Some-college, Never-married, White, Male,35, <=50K
44, Local-gov, Masters,Married, White, Male,35, >50K
19, Private, Some-college, Never-married, White, Male,40, <=50K
47, Private, Bachelors,Married, White, Male,40, >50K
40, Private, Some-college, Divorced, White, Female,48, <=50K
45, Private, HS-grad, Widowed, White, Female,45, <=50K
50, Private, Doctorate, Divorced, White, Male,50, >50K
29, Private, Bachelors, Never-married, White, Male,40, <=50K
47, Private, Bachelors, Never-married, White, Male,50, <=50K
24, Private, HS-grad, Never-married, White, Male,35, <=50K
21, Private, HS-grad, Never-married, White, Female,40, <=50K
37, Private, Some-college, Widowed, White, Female,40, <=50K
32, Local-gov, Bachelors, Divorced, Asian-Pac-Islander, Female,46, <=50K
31, Private, HS-grad,Married, White, Male,40, >50K
21, Private, Some-college, Never-married, White, Female,30, <=50K
31, Private, HS-grad,Married, White, Male,38, <=50K
33, Local-gov, Some-college,Married, White, Male,40, <=50K
39, Private, Prof-school, Divorced, White, Male,70, >50K
29, Private, HS-grad,Married, White, Male,40, <=50K
34, Private, Some-college,Married, White, Male,40, <=50K
35, Private, HS-grad, Never-married, White, Male,25, <=50K
43, Private, Bachelors,Married, Asian-Pac-Islander, Male,50, >50K
51, Local-gov, Bachelors,Married, White, Male,40, >50K
36, Private, HS-grad, Never-married, White, Female,30, <=50K
32, Private, HS-grad,Married, White, Male,40, <=50K
39, Private, HS-grad, Never-married, Black, Female,40, <=50K
45, Private, Bachelors, Divorced, White, Male,50, >50K
47, Local-gov, Bachelors, Divorced, Black, Female,40, <=50K
32, Private, HS-grad, Divorced, White, Female,40, <=50K
42, Local-gov, Masters,Married, White, Female,38, >50K
24, Private, Bachelors,Married, White, Male,44, <=50K
45, Private, Bachelors,Married, White, Male,45, >50K
19, Private, HS-grad, Never-married, White, Male,30, <=50K
50, Private, HS-grad,Married, White, Male,40, <=50K
32, Private, HS-grad, Never-married, White, Female,42, <=50K
29, Private, Bachelors, Never-married, White, Male,40, <=50K
43, Federal-gov, Prof-school,Married, Asian-Pac-Islander, Male,55, >50K
90, Private, Bachelors, Never-married, White, Female,10, <=50K
41, Private, Prof-school,Married, White, Female,50, >50K
24, Private, Preschool, Never-married, White, Male,36, <=50K
24, Private, Some-college, Never-married, White, Male,50, <=50K
24, Private, Some-college, Never-married, White, Female,53, <=50K
35, Private, HS-grad,Married, White, Female,42, >50K
30, Private, Bachelors, Never-married, White, Male,40, <=50K
19, Local-gov, Some-college, Never-married, White, Female,30, <=50K
43, Private, HS-grad,Married, White, Male,40, <=50K
35, Private, HS-grad, Never-married, White, Female,40, <=50K
65, Private, HS-grad, Widowed, White, Female,24, <=50K
34, Private, HS-grad, Divorced, White, Male,40, <=50K
24, Private, HS-grad, Never-married, Amer-Indian-Eskimo, Male,35, <=50K
33, Private, HS-grad,Married, White, Male,40, >50K
37, Private, HS-grad, Never-married, White, Male,38, <=50K
58, Private, HS-grad, Divorced, White, Female,25, <=50K
33, Federal-gov, Some-college,Married, White, Female,40, <=50K
42, Local-gov, Masters,Married, White, Male,55, <=50K
31, Private, Some-college, Never-married, Black, Male,40, <=50K
67, Federal-gov, HS-grad,Married, White, Male,40, >50K
23, Private, HS-grad, Divorced, White, Male,40, <=50K
35, Private, Some-college,Married, Amer-Indian-Eskimo, Male,40, <=50K
43, Private, Bachelors,Married, White, Male,55, >50K
36, Private, HS-grad, Never-married, White, Male,40, <=50K
25, Private, HS-grad, Never-married, White, Male,40, <=50K
24, Private, HS-grad,Married, White, Male,44, <=50K
61, Private, Bachelors, Divorced, Black, Male,48, >50K
51, Federal-gov, Bachelors,Married, White, Male,40, <=50K
51, Private, HS-grad, Divorced, White, Female,40, >50K
28, Private, HS-grad, Never-married, White, Male,40, <=50K
29, Private, Some-college, Never-married, White, Female,40, <=50K
21, Private, Some-college, Never-married, Black, Female,40, <=50K
74, Private, Prof-school,Married, White, Male,50, >50K
50, Private, Some-college, Divorced, White, Female,40, <=50K
65, Private, HS-grad, Divorced, White, Female,14, <=50K
43, Private, Some-college,Married, White, Male,60, <=50K
54, Private, Bachelors,Married, White, Male,40, >50K
20, Private, Some-college, Never-married, White, Female,20, <=50K
23, Private, Some-college, Never-married, White, Male,10, <=50K
34, Private, HS-grad,Married, White, Male,45, <=50K
30, Private, Some-college, Never-married, White, Male,20, <=50K
40, Private, Bachelors,Married, White, Male,60, >50K
28, Private, Some-college, Never-married, Black, Male,40, <=50K
44, Private, HS-grad,Married, White, Male,45, >50K
28, Private, Doctorate, Never-married, White, Male,50, <=50K
37, Private, Some-college,Married, White, Male,40, <=50K
27, Private, Bachelors, Never-married, White, Male,40, <=50K
34, Private, HS-grad, Divorced, White, Female,20, <=50K
37, Private, HS-grad, Divorced, White, Male,40, <=50K
19, Private, HS-grad, Never-married, White, Male,30, <=50K
47, Private, HS-grad,Married, White, Male,40, >50K
47, Private, Some-college, Divorced, White, Male,48, >50K
45, Private, Some-college,Married, White, Male,40, <=50K
55, Local-gov, HS-grad,Married, White, Male,40, <=50K
62, Private, HS-grad, Widowed, White, Female,32, <=50K
25, Federal-gov, HS-grad, Never-married, Amer-Indian-Eskimo, Male,40, <=50K
39, Private, Some-college,Married, White, Male,50, <=50K
27, Local-gov, Some-college,Married, White, Male,50, <=50K
43, Private, HS-grad,Married, Black, Male,40, >50K
30, Private, HS-grad, Divorced, Asian-Pac-Islander, Female,40, <=50K
21, Private, Some-college, Never-married, White, Female,20, <=50K
33, Private, Prof-school,Married, White, Female,40, >50K
33, Private, Some-college, Never-married, White, Male,50, <=50K
25, Private, Some-college, Never-married, Black, Male,42, <=50K
20, Private, Some-college, Never-married, White, Male,40, <=50K
19, Private, Some-college, Never-married, Black, Male,35, <=50K
71, Federal-gov, Some-college,Married, White, Male,40, >50K
26, Private, Bachelors,Married, White, Male,55, <=50K
52, Private, Masters,Married, White, Male,40, <=50K
26, Private, Bachelors, Never-married, White, Female,40, <=50K
38, Private, HS-grad, Divorced, White, Male,45, <=50K
25, Private, Some-college, Never-married, White, Male,40, <=50K
22, Private, Bachelors, Never-married, White, Female,9, <=50K
53, Private, HS-grad,Married, White, Male,40, >50K
44, Private, Some-college,Married, White, Male,60, >50K
32, Federal-gov, Bachelors,Married, Asian-Pac-Islander, Male,56, >50K
49, Private, Some-college, Divorced, Black, Female,40, <=50K
31, Private, HS-grad, Never-married, White, Male,50, >50K
36, Private, Bachelors,Married, Asian-Pac-Islander, Male,55, >50K
36, Private, HS-grad, Never-married, White, Female,40, <=50K
29, Private, Bachelors, Never-married, Black, Male,40, <=50K
52, Private, HS-grad, Divorced, White, Male,40, <=50K
37, Private, HS-grad,Married, White, Male,40, <=50K
21, Private, Some-college, Never-married, White, Female,40, <=50K
36, Private, Some-college, Divorced, Black, Female,38, <=50K
24, Private, HS-grad, Never-married, Black, Female,30, <=50K
31, Private, HS-grad, Never-married, Black, Male,40, <=50K
54, Federal-gov, HS-grad, Widowed, White, Female,35, <=50K
44, Private, Bachelors,Married, White, Male,40, <=50K
18, Private, Some-college, Never-married, Other, Male,30, <=50K
41, Private, HS-grad,Married, White, Female,40, <=50K
30, Private, HS-grad, Never-married, Black, Male,40, <=50K
31, Private, Some-college,Married, White, Male,40, <=50K
48, Private, HS-grad, Divorced, White, Male,40, <=50K
26, Private, Some-college,Married, Black, Male,40, <=50K
19, Private, Some-college, Never-married, White, Male,20, <=50K
32, Private, Bachelors, Never-married, White, Male,40, <=50K
50, Private, HS-grad,Married, White, Male,47, <=50K
73, Private, HS-grad,Married, Asian-Pac-Islander, Male,40, <=50K
32, Private, Bachelors, Never-married, Black, Female,40, <=50K
53, Private, Some-college,Married, White, Male,45, >50K
58, Private, Bachelors, Divorced, White, Male,40, <=50K
37, Local-gov, Some-college,Married, White, Male,40, >50K
24, Private, Some-college, Never-married, White, Male,15, <=50K
53, Private, Bachelors,Married, White, Male,50, >50K
23, Private, Some-college, Never-married, Other, Female,40, <=50K
30, Private, HS-grad,Married, White, Female,40, <=50K
38, Private, Bachelors, Never-married, White, Female,35, <=50K
28, Private, HS-grad, Never-married, White, Male,40, <=50K
45, Private, HS-grad,Married, Black, Male,40, <=50K
26, Private, Bachelors, Never-married, White, Male,40, <=50K
29, Private, HS-grad, Never-married, White, Male,50, <=50K
54, Private, Masters,Married, White, Female,55, >50K
23, Private, Some-college, Never-married, White, Female,50, <=50K
37, Private, HS-grad, Widowed, White, Female,68, <=50K
59, Federal-gov, Bachelors,Married, White, Female,40, <=50K
59, Federal-gov, HS-grad,Married, White, Male,40, >50K
24, Private, HS-grad, Never-married, White, Male,50, <=50K
29, Private, HS-grad,Married, White, Female,40, >50K
20, Private, Some-college, Never-married, White, Male,25, <=50K
60, Private, HS-grad, Widowed, White, Female,44, <=50K
18, Private, HS-grad, Never-married, White, Male,25, <=50K
31, Private, HS-grad, Divorced, White, Male,45, <=50K
30, Private, Bachelors, Widowed, White, Female,55, >50K
33, Private, HS-grad,Married, White, Male,40, <=50K
20, Private, Some-college, Never-married, White, Female,32, <=50K
25, Private, HS-grad, Never-married, Black, Female,35, <=50K
42, Private, Some-college,Married, White, Male,55, >50K
20, Local-gov, Some-college, Never-married, White, Male,25, <=50K
35, Private, HS-grad, Divorced, White, Male,40, <=50K
41, Private, HS-grad, Divorced, White, Female,50, <=50K
46, Private, HS-grad, Never-married, White, Female,40, <=50K
47, Private, Bachelors,Married, White, Male,50, >50K
36, Private, HS-grad, Divorced, Black, Female,25, <=50K
43, Private, HS-grad, Never-married, Black, Female,40, <=50K
59, Private, Bachelors,Married, White, Male,4, <=50K
42, Private, Bachelors,Married, White, Male,40, <=50K
23, Federal-gov, Some-college, Never-married, White, Male,40, <=50K
21, Private, Some-college, Never-married, White, Male,25, <=50K
32, Local-gov, HS-grad,Married, White, Male,40, <=50K
31, Private, Some-college,Married, White, Male,50, >50K
66, Local-gov, Masters, Widowed, White, Female,40, <=50K
23, Local-gov, Bachelors, Never-married, White, Male,32, <=50K
52, Private, Some-college,Married, White, Female,35, >50K
35, Private, Some-college,Married, White, Male,43, >50K
39, Private, Doctorate,Married, White, Male,55, >50K
24, Private, Some-college, Never-married, White, Female,40, <=50K
45, Private, HS-grad,Married, Asian-Pac-Islander, Male,84, >50K
25, Private, HS-grad, Never-married, White, Male,50, <=50K
29, Federal-gov, Bachelors, Never-married, Black, Male,40, <=50K
56, Private, Bachelors,Married, White, Male,44, >50K
64, Local-gov, HS-grad, Divorced, White, Male,40, >50K
27, Private, HS-grad,Married, White, Male,39, <=50K
47, Private, HS-grad, Divorced, White, Male,40, <=50K
36, Private, Bachelors,Married, White, Male,42, >50K
44, Federal-gov, HS-grad, Divorced, White, Male,40, <=50K
31, Private, HS-grad, Never-married, Black, Female,60, <=50K
23, Private, HS-grad,Married, White, Female,35, <=50K
45, Local-gov, Some-college,Married, White, Male,50, >50K
31, Local-gov, HS-grad, Never-married, White, Male,64, <=50K
42, Private, HS-grad, Never-married, Black, Female,35, <=50K
33, Local-gov, Masters,Married, White, Female,40, <=50K
25, Private, Some-college, Never-married, White, Male,42, <=50K
33, Private, Masters, Never-married, White, Female,32, <=50K
30, Private, Bachelors,Married, White, Male,40, >50K
47, Private, Bachelors,Married, Asian-Pac-Islander, Male,65, <=50K
36, Private, Some-college,Married, White, Male,60, <=50K
32, Local-gov, Masters, Never-married, White, Female,40, <=50K
34, Private, HS-grad,Married, White, Male,50, <=50K
51, Local-gov, HS-grad,Married, Amer-Indian-Eskimo, Male,40, <=50K
20, Private, HS-grad, Never-married, White, Female,45, <=50K
57, Private, Some-college,Married, Other, Male,40, <=50K
19, Private, Some-college, Never-married, White, Male,20, <=50K
60, Private, Some-college,Married, Amer-Indian-Eskimo, Male,40, <=50K
19, Private, HS-grad, Never-married, White, Male,40, <=50K
35, Private, HS-grad,Married, White, Male,40, <=50K
20, Private, HS-grad, Never-married, White, Female,30, <=50K
34, Local-gov, Bachelors, Never-married, Black, Male,15, <=50K
26, Private, Prof-school,Married, White, Male,40, >50K
73, Federal-gov, Some-college, Widowed, White, Female,40, <=50K
27, Private, Masters,Married, White, Male,55, <=50K
36, Local-gov, HS-grad, Never-married, White, Male,40, <=50K
68, Local-gov, HS-grad,Married, White, Male,40, <=50K
34, Private, Bachelors, Never-married, White, Male,50, <=50K
28, Private, Bachelors, Never-married, White, Male,50, <=50K
25, Local-gov, Some-college,Married, White, Male,40, <=50K
26, Private, Some-college, Never-married, Asian-Pac-Islander, Male,40, <=50K
40, Private, Some-college,Married, White, Male,55, >50K
32, Local-gov, HS-grad, Divorced, White, Female,40, <=50K
36, Private, Bachelors,Married, Black, Male,40, <=50K
26, Private, Bachelors, Never-married, White, Female,40, <=50K
24, Private, HS-grad, Never-married, White, Female,45, <=50K
90, Local-gov, HS-grad,Married, White, Male,40, <=50K
20, Private, Some-college, Never-married, White, Female,40, <=50K
58, Local-gov, Bachelors, Divorced, White, Female,50, <=50K
37, Private, Masters,Married, White, Male,40, >50K
28, Private, HS-grad, Never-married, White, Male,40, <=50K
36, Local-gov, Bachelors, Divorced, White, Female,60, <=50K
45, Local-gov, HS-grad,Married, White, Male,40, >50K
23, Private, HS-grad, Never-married, White, Male,48, <=50K
69, Local-gov, HS-grad,Married, White, Male,35, <=50K
22, Private, HS-grad, Never-married, White, Male,20, <=50K
53, Federal-gov, Some-college,Married, White, Male,60, >50K
46, Private, Bachelors, Divorced, Other, Female,40, <=50K
48, Private, HS-grad,Married, White, Male,40, <=50K
43, Private, Some-college, Divorced, White, Female,40, <=50K
20, Private, Some-college, Never-married, White, Male,40, <=50K
22, Private, Some-college, Never-married, White, Female,35, <=50K
35, Private, Some-college, Divorced, White, Female,40, <=50K
29, Private, Bachelors, Never-married, White, Male,40, <=50K
25, Private, HS-grad, Never-married, White, Male,35, <=50K
23, Private, Some-college,Married, White, Female,16, <=50K
25, Local-gov, HS-grad, Never-married, White, Male,40, <=50K
41, Private, Some-college, Divorced, White, Female,50, <=50K
31, Private, HS-grad, Never-married, White, Male,40, <=50K
48, Federal-gov, Masters,Married, White, Male,40, >50K
22, Federal-gov, HS-grad, Never-married, White, Male,43, <=50K
18, Private, HS-grad, Never-married, White, Male,25, <=50K
46, Private, Some-college, Never-married, White, Female,40, <=50K
34, Local-gov, Some-college, Never-married, White, Male,40, <=50K
30, Federal-gov, HS-grad,Married, Amer-Indian-Eskimo, Male,48, <=50K
21, Private, HS-grad,Married, White, Male,40, <=50K
44, Private, Some-college, Divorced, White, Female,46, <=50K
36, Private, HS-grad,Married, White, Male,40, >50K
50, Private, Bachelors, Never-married, White, Male,50, >50K
26, Private, Bachelors, Never-married, Black, Female,35, <=50K
47, Local-gov, Prof-school,Married, White, Male,35, <=50K
36, Private, HS-grad, Never-married, White, Male,37, <=50K
30, Private, HS-grad,Married, White, Male,45, <=50K
34, Private, HS-grad, Never-married, White, Female,40, <=50K
51, Private, HS-grad,Married, White, Male,45, <=50K
43, Private, Some-college,Married, White, Male,40, <=50K
37, Private, HS-grad, Never-married, Amer-Indian-Eskimo, Male,30, <=50K
28, Local-gov, Some-college, Never-married, White, Female,40, <=50K
39, Private, Some-college,Married, White, Male,50, <=50K
26, Private, HS-grad, Never-married, White, Male,36, <=50K
68, Private, HS-grad,Married, White, Male,40, <=50K
46, Private, Prof-school, Divorced, White, Male,40, >50K
21, Private, HS-grad, Never-married, White, Male,37, <=50K
23, Private, Some-college, Never-married, White, Female,20, <=50K
23, Local-gov, HS-grad, Never-married, White, Female,40, <=50K
34, Private, HS-grad, Widowed, White, Male,15, <=50K
21, Private, HS-grad, Never-married, White, Female,40, <=50K
45, Private, HS-grad, Divorced, Asian-Pac-Islander, Female,40, <=50K
35, Private, HS-grad,Married, White, Male,45, <=50K
57, Private, Some-college, Never-married, White, Male,42, <=50K
24, Private, Some-college,Married, White, Male,40, <=50K
38, Private, Bachelors, Never-married, White, Female,50, <=50K
25, Private, Some-college, Never-married, White, Female,40, <=50K
33, Private, HS-grad,Married, White, Male,84, >50K
50, Local-gov, Some-college,Married, White, Male,52, >50K
35, Private, HS-grad,Married, White, Male,50, >50K
36, Private, Bachelors, Divorced, White, Male,55, >50K
27, Private, Some-college, Never-married, White, Female,40, <=50K
30, Private, HS-grad,Married, White, Male,40, <=50K
90, Private, Masters, Never-married, White, Female,40, <=50K
39, Private, Bachelors,Married, White, Male,60, >50K
19, Private, Some-college, Never-married, White, Female,4, <=50K
29, Private, HS-grad,Married, White, Male,40, <=50K
38, Private, Some-college,Married, White, Male,45, <=50K
29, Local-gov, Bachelors, Never-married, White, Male,40, <=50K
22, Private, HS-grad,Married, Black, Male,40, <=50K
35, Local-gov, Some-college,Married, White, Male,40, <=50K
41, Private, HS-grad, Never-married, White, Male,40, <=50K
25, Private, HS-grad, Never-married, White, Male,50, <=50K
47, Private, Bachelors, Divorced, White, Male,51, >50K
36, Private, Bachelors,Married, White, Female,35, >50K
25, Local-gov, HS-grad, Divorced, White, Female,40, <=50K
26, Local-gov, Bachelors, Never-married, White, Male,40, <=50K
53, Private, Some-college,Married, White, Male,40, <=50K
36, Local-gov, Masters,Married, White, Female,40, <=50K
30, Private, Bachelors, Never-married, White, Female,45, >50K
53, Local-gov, Some-college, Divorced, White, Female,40, <=50K
53, Private, Bachelors,Married, White, Male,55, <=50K
23, Private, Some-college, Never-married, White, Male,32, <=50K
28, Private, HS-grad,Married, White, Male,50, <=50K
32, Private, HS-grad,Married, White, Male,20, >50K
33, Private, Bachelors, Never-married, White, Female,50, <=50K
27, Private, HS-grad, Never-married, Black, Female,32, <=50K
31, Private, Some-college,Married, White, Male,55, <=50K
44, Private, HS-grad,Married, White, Female,30, <=50K
39, Private, HS-grad,Married, White, Male,60, <=50K
42, Private, HS-grad,Married, White, Male,40, >50K
49, Private, Bachelors,Married, White, Male,40, >50K
35, Private, HS-grad, Divorced, Black, Female,36, <=50K
43, Private, HS-grad,Married, Asian-Pac-Islander, Male,99, <=50K
43, Private, Prof-school,Married, White, Male,60, >50K
31, Private, Some-college,Married, White, Male,40, >50K
27, Private, Bachelors, Never-married, White, Male,40, <=50K
46, Federal-gov, Some-college, Divorced, White, Female,40, <=50K
54, Private, HS-grad,Married, White, Male,44, <=50K
37, Private, Some-college,Married, Black, Male,40, >50K
53, Local-gov, Some-college,Married, White, Male,40, >50K
26, Private, Some-college, Never-married, Asian-Pac-Islander, Male,20, <=50K
32, Private, HS-grad,Married, White, Male,40, >50K
53, Local-gov, Masters,Married, White, Male,40, >50K
26, Private, HS-grad, Never-married, Black, Female,40, <=50K
35, Private, HS-grad,Married, White, Female,40, >50K
48, Private, HS-grad, Divorced, Asian-Pac-Islander, Female,40, <=50K
44, Private, HS-grad,Married, Other, Male,32, <=50K
26, Local-gov, Bachelors, Never-married, Black, Female,40, <=50K
26, Local-gov, Bachelors, Never-married, White, Female,40, <=50K
48, Private, Bachelors, Divorced, White, Male,47, <=50K
55, Private, HS-grad, Divorced, White, Female,37, <=50K
52, Private, HS-grad,Married, White, Male,36, <=50K
47, Private, HS-grad,Married, White, Male,40, >50K
45, Private, HS-grad, Divorced, White, Female,40, <=50K
34, Local-gov, Some-college, Never-married, White, Female,18, <=50K
56, Private, Some-college, Never-married, White, Female,40, <=50K
35, Private, Some-college,Married, White, Female,40, >50K
